tripduration,starttime,start station id,stoptime,start station name,start station latitude,end station id,start station longitude,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
181,50:23.1,530,53:24.1,11 Ave & W 59 St,40.77149671,513,-73.99046034,W 56 St & 10 Ave,40.768254,-73.988639,36392,Subscriber,2000,1
1953,50:37.3,3151,23:11.3,E 81 St & York Ave,40.7728384,3561,-73.94989233,37 Ave & 35 St,40.7531106,-73.9279917,37751,Subscriber,1994,2
989,53:38.6,474,10:08.1,5 Ave & E 29 St,40.7451677,422,-73.98683077,W 59 St & 10 Ave,40.770513,-73.988038,36559,Subscriber,1995,2
715,56:26.1,422,08:21.8,W 59 St & 10 Ave,40.770513,493,-73.988038,W 45 St & 6 Ave,40.7568001,-73.98291153,37039,Subscriber,1988,1
446,01:23.9,513,08:50.5,W 56 St & 10 Ave,40.768254,480,-73.988639,W 53 St & 10 Ave,40.76669671,-73.99061728,36392,Subscriber,2000,1
472,15:34.4,3711,23:26.8,E 13 St & Avenue A,40.72966729,482,-73.98067966,W 15 St & 7 Ave,40.73935542,-73.99931783,37544,Subscriber,1980,2
633,21:08.4,116,31:42.0,W 17 St & 8 Ave,40.74177603,2021,-74.00149746,W 45 St & 8 Ave,40.75929124,-73.98859651,36193,Subscriber,1964,1
1313,25:10.8,3571,47:04.5,Bedford Ave & Bergen St,40.676368,3429,-73.952918,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,36902,Subscriber,1965,1
766,26:38.1,480,39:24.9,W 53 St & 10 Ave,40.76669671,480,-73.99061728,W 53 St & 10 Ave,40.76669671,-73.99061728,36392,Subscriber,2000,1
1579,29:34.2,3507,55:54.0,Park Ave & E 124 St,40.8045555,423,-73.9396861,W 54 St & 9 Ave,40.76584941,-73.98690506,37202,Subscriber,1966,1
2169,32:27.2,373,08:36.2,Willoughby Ave & Walworth St,40.69331716,3478,-73.95381995,2 Ave & 36 St,40.65708867,-74.00870204,37093,Customer,1978,0
581,32:40.9,3299,42:22.8,E 98 St & Park Ave,40.78813,3164,-73.95206,Columbus Ave & W 72 St,40.7770575,-73.97898475,37420,Customer,1988,1
1283,32:53.4,3561,54:17.4,37 Ave & 35 St,40.7531106,487,-73.9279917,E 20 St & FDR Drive,40.73314259,-73.97573881,37751,Customer,1989,1
342,37:17.4,422,42:59.6,W 59 St & 10 Ave,40.770513,2021,-73.988038,W 45 St & 8 Ave,40.75929124,-73.98859651,36559,Subscriber,1984,1
625,39:32.5,480,49:58.3,W 53 St & 10 Ave,40.76669671,480,-73.99061728,W 53 St & 10 Ave,40.76669671,-73.99061728,36392,Subscriber,2000,1
427,39:34.6,2021,46:41.6,W 45 St & 8 Ave,40.75929124,281,-73.98859651,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,36193,Subscriber,1984,1
580,42:27.7,482,52:07.7,W 15 St & 7 Ave,40.73935542,224,-73.99931783,Spruce St & Nassau St,40.71146364,-74.00552427,37544,Subscriber,1980,1
940,43:41.9,302,59:22.0,Avenue D & E 3 St,40.72082834,3086,-73.97793172,Graham Ave & Conselyea St,40.715143,-73.944507,36147,Subscriber,1987,1
2386,47:16.8,3429,27:02.9,Hanson Pl & Ashland Pl,40.68506807,350,-73.9779076,Clinton St & Grand St,40.71559509,-73.9870295,36902,Subscriber,1965,1
561,50:40.5,480,00:01.9,W 53 St & 10 Ave,40.76669671,495,-73.99061728,W 47 St & 10 Ave,40.76269882,-73.99301222,36392,Subscriber,2000,1
1903,55:00.0,3177,26:43.9,W 84 St & Broadway,40.7867947,264,-73.977112,Maiden Ln & Pearl St,40.70706456,-74.00731853,36622,Subscriber,1967,1
2096,00:35.2,2021,35:31.9,W 45 St & 8 Ave,40.75929124,479,-73.98859651,9 Ave & W 45 St,40.76019252,-73.9912551,36559,Subscriber,1991,1
216,02:39.4,281,06:15.8,Grand Army Plaza & Central Park S,40.7643971,468,-73.97371465,Broadway & W 56 St,40.7652654,-73.98192338,36193,Subscriber,1981,1
103,06:57.4,495,08:40.4,W 47 St & 10 Ave,40.76269882,515,-73.99301222,W 43 St & 10 Ave,40.76009437,-73.99461843,36392,Subscriber,2000,1
331,19:37.1,515,25:08.6,W 43 St & 10 Ave,40.76009437,478,-73.99461843,11 Ave & W 41 St,40.76030096,-73.99884222,36392,Subscriber,2000,1
272,21:12.8,224,25:45.4,Spruce St & Nassau St,40.71146364,3461,-74.00552427,Murray St & Greenwich St,40.71485151,-74.01122332,37544,Customer,1990,1
736,24:02.6,3164,36:19.0,Columbus Ave & W 72 St,40.7770575,490,-73.97898475,8 Ave & W 33 St,40.751551,-73.993934,37420,Subscriber,1962,1
189,31:42.7,478,34:52.6,11 Ave & W 41 St,40.76030096,514,-73.99884222,12 Ave & W 40 St,40.76087502,-74.00277668,36392,Subscriber,2000,1
1762,37:36.7,3648,06:59.0,Flushing Ave & Vanderbilt Ave,40.69795032,3648,-73.9707756,Flushing Ave & Vanderbilt Ave,40.69795032,-73.9707756,36043,Subscriber,1990,1
177,40:23.4,490,43:21.0,8 Ave & W 33 St,40.751551,3799,-73.993934,6 Ave & W 34 St,40.74964,-73.98805,37420,Subscriber,1995,1
1765,40:45.2,3096,10:11.1,Union Ave & N 12 St,40.71924,3568,-73.95242,34 St & 35 Ave,40.7569332,-73.9262231,37420,Customer,1990,2
2784,40:58.6,228,27:22.7,E 48 St & 3 Ave,40.7546011,228,-73.97187886,E 48 St & 3 Ave,40.7546011,-73.97187886,36193,Subscriber,1991,2
905,45:07.3,473,00:12.5,Rivington St & Chrystie St,40.72110063,401,-73.9919254,Allen St & Rivington St,40.72019576,-73.98997825,37009,Subscriber,1980,1
855,47:57.4,503,02:13.3,E 20 St & Park Ave,40.73827428,332,-73.98751968,Cherry St,40.71219906,-73.97948148,36043,Subscriber,1974,1
1037,48:49.0,3256,06:06.9,Pier 40 - Hudson River Park,40.72771408,442,-74.01129574,W 27 St & 7 Ave,40.746647,-73.993915,36622,Customer,1992,2
1696,00:52.6,3583,29:09.1,Eastern Pkwy & Washington Ave,40.6716493,3761,-73.9631145,Cedar St & Myrtle Ave,40.697842,-73.926241,36053,Subscriber,1985,1
137,04:25.7,3785,06:43.1,W 42 St & 6 Ave,40.75492,519,-73.98455,Pershing Square North,40.751873,-73.977706,37870,Subscriber,1982,1
419,05:41.9,264,12:41.7,Maiden Ln & Pearl St,40.70706456,268,-74.00731853,Howard St & Centre St,40.71910537,-73.99973337,36622,Subscriber,1968,2
328,09:22.7,422,14:51.0,W 59 St & 10 Ave,40.770513,478,-73.988038,11 Ave & W 41 St,40.76030096,-73.99884222,36392,Subscriber,2000,1
813,13:09.1,268,26:43.0,Howard St & Centre St,40.71910537,489,-73.99973337,10 Ave & W 28 St,40.75066386,-74.00176802,36622,Subscriber,1991,1
197,13:41.8,423,16:59.3,W 54 St & 9 Ave,40.76584941,479,-73.98690506,9 Ave & W 45 St,40.76019252,-73.9912551,37202,Subscriber,1974,1
1235,15:28.0,312,36:03.6,Allen St & Stanton St,40.722055,297,-73.989111,E 15 St & 3 Ave,40.734232,-73.986923,37009,Subscriber,1991,2
220,23:26.3,3152,27:06.4,3 Ave & E 71 St,40.76873687,3141,-73.96119945,1 Ave & E 68 St,40.76500525,-73.95818491,36193,Subscriber,1987,1
212,23:38.7,3799,27:11.4,6 Ave & W 34 St,40.74964,519,-73.98805,Pershing Square North,40.751873,-73.977706,37420,Subscriber,1991,1
1141,26:53.1,3179,45:54.2,Park Ave & Marcus Garvey Blvd,40.698617,144,-73.941342,Nassau St & Navy St,40.69839895,-73.98068914,37078,Customer,1969,0
546,29:40.3,489,38:46.4,10 Ave & W 28 St,40.75066386,3708,-74.00176802,W 13 St & 5 Ave,40.735445,-73.99431,36622,Subscriber,1980,1
1307,32:22.8,487,54:10.8,E 20 St & FDR Drive,40.73314259,487,-73.97573881,E 20 St & FDR Drive,40.73314259,-73.97573881,37751,Customer,2002,1
2059,36:12.0,212,10:31.8,W 16 St & The High Line,40.74334935,328,-74.00681753,Watts St & Greenwich St,40.72405549,-74.00965965,37827,Customer,1983,2
533,43:21.3,3708,52:15.1,W 13 St & 5 Ave,40.735445,489,-73.99431,10 Ave & W 28 St,40.75066386,-74.00176802,36622,Subscriber,1980,1
993,51:37.6,3648,08:11.1,Flushing Ave & Vanderbilt Ave,40.69795032,3859,-73.9707756,Lorimer St & Calyer St,40.72795,-73.95414,36043,Subscriber,1996,1
236,51:45.3,461,55:41.7,E 20 St & 2 Ave,40.73587678,3687,-73.98205027,E 33 St & 1 Ave,40.74322681,-73.97449784,36559,Subscriber,1988,1
887,57:54.8,297,12:42.2,E 15 St & 3 Ave,40.734232,224,-73.986923,Spruce St & Nassau St,40.71146364,-74.00552427,37009,Subscriber,1970,1
298,58:02.1,478,03:00.4,11 Ave & W 41 St,40.76030096,3255,-73.99884222,8 Ave & W 31 St,40.75058535,-73.99468482,36392,Subscriber,1985,1
840,59:27.3,479,13:27.7,9 Ave & W 45 St,40.76019252,3168,-73.9912551,Central Park West & W 85 St,40.78472675,-73.96961715,37202,Subscriber,1990,2
933,12:55.3,394,28:28.5,E 9 St & Avenue C,40.72521311,481,-73.97768752,S 3 St & Bedford Ave,40.71260486,-73.96264403,36902,Customer,1992,1
625,13:41.2,487,24:07.2,E 20 St & FDR Drive,40.73314259,369,-73.97573881,Washington Pl & 6 Ave,40.73224119,-74.00026394,37751,Customer,1983,2
379,26:50.4,3687,33:09.8,E 33 St & 1 Ave,40.74322681,3707,-73.97449784,Lexington Ave & E 26 St,40.741459,-73.983293,36559,Subscriber,1949,1
147,26:52.8,3086,29:20.4,Graham Ave & Conselyea St,40.715143,3452,-73.944507,Bayard St & Leonard St,40.71915572,-73.94885391,36147,Subscriber,1983,1
680,29:51.4,3168,41:12.0,Central Park West & W 85 St,40.78472675,3168,-73.96961715,Central Park West & W 85 St,40.78472675,-73.96961715,37202,Subscriber,1990,2
171,31:29.5,493,34:20.6,W 45 St & 6 Ave,40.7568001,359,-73.98291153,E 47 St & Park Ave,40.75510267,-73.97498696,37039,Subscriber,1973,1
1144,32:22.5,3141,51:27.4,1 Ave & E 68 St,40.76500525,3309,-73.95818491,E 97 St & 3 Ave,40.7859201,-73.94860294,36193,Customer,1952,1
1355,04:22.5,344,26:58.1,Monroe St & Bedford Ave,40.6851443,350,-73.95380904,Clinton St & Grand St,40.71559509,-73.9870295,37544,Customer,1993,1
1382,54:34.6,3596,17:36.9,Sullivan Pl & Bedford Ave,40.6642406,3759,-73.9574686,Irving Ave & Jefferson St,40.70538,-73.92535,37078,Subscriber,1980,1
1344,05:05.4,401,27:29.6,Allen St & Rivington St,40.72019576,72,-73.98997825,W 52 St & 11 Ave,40.76727216,-73.99392888,36392,Subscriber,1985,1
830,29:12.2,3343,43:03.0,W 107 St & Columbus Ave,40.7997568,3630,-73.96211287,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,37751,Subscriber,1976,1
1997,24:39.8,3074,57:56.9,Montrose Ave & Bushwick Ave,40.70767788,373,-73.94016171,Willoughby Ave & Walworth St,40.69331716,-73.95381995,37093,Subscriber,1989,1
1045,20:37.1,3630,38:02.5,Frederick Douglass Blvd & W 115 St,40.8038654,3156,-73.9559308,E 72 St & York Ave,40.76663814,-73.95348296,37751,Subscriber,1985,2
1317,21:27.9,3530,43:25.4,Crescent St & Ditmars Blvd,40.7787185,3141,-73.9145645,1 Ave & E 68 St,40.76500525,-73.95818491,36559,Subscriber,1990,2
390,42:03.5,350,48:34.5,Clinton St & Grand St,40.71559509,3711,-73.9870295,E 13 St & Avenue A,40.72966729,-73.98067966,37544,Subscriber,1993,1
205,47:04.9,72,50:30.0,W 52 St & 11 Ave,40.76727216,422,-73.99392888,W 59 St & 10 Ave,40.770513,-73.988038,36392,Subscriber,2000,1
2407,49:40.1,3510,29:47.6,Adam Clayton Powell Blvd & W 123 St,40.8078316,3507,-73.949373,Park Ave & E 124 St,40.8045555,-73.9396861,37202,Subscriber,1988,1
920,05:36.9,3618,20:57.4,27 St & Hunter St,40.7485,493,-73.941275,W 45 St & 6 Ave,40.7568001,-73.98291153,37039,Subscriber,1985,1
1750,09:37.1,3096,38:47.6,Union Ave & N 12 St,40.71924,3785,-73.95242,W 42 St & 6 Ave,40.75492,-73.98455,37870,Subscriber,1978,1
1361,11:18.7,3141,34:00.3,1 Ave & E 68 St,40.76500525,383,-73.95818491,Greenwich Ave & Charles St,40.735238,-74.000271,36559,Subscriber,1977,1
383,16:01.9,161,22:25.1,LaGuardia Pl & W 3 St,40.72917025,301,-73.99810231,E 2 St & Avenue B,40.72217444,-73.98368779,36043,Subscriber,1994,1
276,19:00.7,492,23:37.3,W 33 St & 7 Ave,40.75019995,448,-73.99093085,W 37 St & 10 Ave,40.75660359,-73.9979009,37420,Customer,1969,0
2717,19:13.8,3357,04:30.9,W 106 St & Amsterdam Ave,40.8008363,3357,-73.96644925,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,37870,Subscriber,1947,1
3364,24:15.4,331,20:20.3,Pike St & Monroe St,40.71173107,377,-73.99193043,6 Ave & Canal St,40.72243797,-74.00566443,36902,Subscriber,1992,1
451,38:00.3,3707,45:32.2,Lexington Ave & E 26 St,40.741459,229,-73.983293,Great Jones St,40.72743423,-73.99379025,37544,Subscriber,1963,1
608,40:57.1,3687,51:05.6,E 33 St & 1 Ave,40.74322681,3141,-73.97449784,1 Ave & E 68 St,40.76500525,-73.95818491,37202,Subscriber,1992,1
632,42:01.7,3236,52:34.6,W 42 St & Dyer Ave,40.75898481,3687,-73.99379969,E 33 St & 1 Ave,40.74322681,-73.97449784,36559,Subscriber,1971,1
356,49:18.5,448,55:15.4,W 37 St & 10 Ave,40.75660359,470,-73.9979009,W 20 St & 8 Ave,40.74345335,-74.00004031,37420,Subscriber,1967,1
288,53:19.4,3141,58:07.5,1 Ave & E 68 St,40.76500525,3134,-73.95818491,3 Ave & E 62 St,40.76312584,-73.96526895,37202,Subscriber,1980,1
384,00:55.7,3687,07:20.5,E 33 St & 1 Ave,40.74322681,492,-73.97449784,W 33 St & 7 Ave,40.75019995,-73.99093085,36559,Subscriber,1988,1
893,03:32.3,447,18:25.6,8 Ave & W 52 St,40.76370739,497,-73.9851615,E 17 St & Broadway,40.73704984,-73.99009296,36622,Subscriber,1971,2
391,05:01.6,470,11:32.8,W 20 St & 8 Ave,40.74345335,448,-74.00004031,W 37 St & 10 Ave,40.75660359,-73.9979009,37420,Subscriber,1981,1
3210,10:40.9,3504,04:11.0,E 123 St & Lexington Ave,40.8029263,3529,-73.9379,Lenox Ave & W 130 St,40.8107922,-73.9430681,36974,Customer,1999,1
3141,10:52.2,3882,03:14.2,Norman St & Wyckoff Ave,40.69517,3882,-73.90311,Norman St & Wyckoff Ave,40.69517,-73.90311,36053,Customer,1994,2
1029,11:18.6,3002,28:28.1,South End Ave & Liberty St,40.711512,391,-74.015756,Clark St & Henry St,40.69760127,-73.99344559,37827,Subscriber,1973,1
2842,13:11.6,492,00:33.9,W 33 St & 7 Ave,40.75019995,3992,-73.99093085,W 169 St & Fort Washington Ave,40.8428422,-73.9421253,36559,Subscriber,1981,2
2059,13:21.1,445,47:41.0,E 10 St & Avenue A,40.72740794,446,-73.98142006,W 24 St & 7 Ave,40.74487634,-73.99529885,37039,Subscriber,2000,1
1292,15:10.7,3118,36:43.6,McGuinness Blvd & Eagle St,40.73555,3725,-73.95284,2 Ave & E 72 St,40.76876203,-73.95840794,36147,Subscriber,2000,2
352,14:30.8,3568,20:23.3,34 St & 35 Ave,40.7569332,3593,-73.9262231,31 St & Broadway,40.761584,-73.925921,36974,Subscriber,1994,1
4089,21:08.3,454,29:18.1,E 51 St & 1 Ave,40.75455731,522,-73.96592976,E 51 St & Lexington Ave,40.75714758,-73.97207836,36193,Subscriber,1991,2
626,21:48.6,3307,32:15.0,West End Ave & W 94 St,40.7941654,3520,-73.974124,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,36147,Subscriber,1999,1
359,35:18.3,3534,41:17.5,Frederick Douglass Blvd & W 117 St,40.805159,3328,-73.954692,W 100 St & Manhattan Ave,40.795,-73.9645,37751,Subscriber,1999,1
384,35:45.0,3522,42:09.1,37 St & 24 Ave,40.7701477,3616,-73.9120938,Steinway St & 28 Ave,40.7656251,-73.9136695,37420,Subscriber,1988,2
849,41:33.3,332,55:42.7,Cherry St,40.71219906,3082,-73.97948148,Hope St & Union Ave,40.71167351,-73.95141312,36043,Subscriber,1993,2
1693,33:01.4,3478,01:14.6,2 Ave & 36 St,40.65708867,3232,-74.00870204,Bond St & Fulton St,40.68962189,-73.98304269,37093,Customer,1987,1
185,33:48.8,3288,36:54.7,E 88 St & 1 Ave,40.778301,3147,-73.9488134,E 85 St & 3 Ave,40.77801203,-73.95407149,37202,Subscriber,1986,1
3038,35:07.0,3086,25:45.6,Graham Ave & Conselyea St,40.715143,3118,-73.944507,McGuinness Blvd & Eagle St,40.73555,-73.95284,36147,Subscriber,1978,2
576,40:06.4,312,49:43.3,Allen St & Stanton St,40.722055,415,-73.989111,Pearl St & Hanover Square,40.7047177,-74.00926027,37009,Subscriber,1994,2
1565,49:28.5,3309,15:33.7,E 97 St & 3 Ave,40.7859201,3721,-73.94860294,31 St & Newtown Ave,40.76754878,-73.92093346,36193,Subscriber,1963,1
1627,51:05.4,481,18:13.1,S 3 St & Bedford Ave,40.71260486,472,-73.96264403,E 32 St & Park Ave,40.7457121,-73.98194829,36902,Customer,1976,1
587,52:51.4,3761,02:38.5,Cedar St & Myrtle Ave,40.697842,3882,-73.926241,Norman St & Wyckoff Ave,40.69517,-73.90311,36053,Customer,1995,1
298,56:26.1,3147,01:24.3,E 85 St & 3 Ave,40.77801203,3135,-73.95407149,E 75 St & 3 Ave,40.77112927,-73.95772297,37202,Subscriber,1966,2
158,03:17.3,519,05:55.5,Pershing Square North,40.751873,3235,-73.977706,E 41 St & Madison Ave,40.75216528,-73.97992194,37420,Subscriber,1992,1
536,06:34.8,3135,15:31.1,E 75 St & 3 Ave,40.77112927,3294,-73.95772297,E 91 St & Park Ave,40.7835016,-73.955327,37202,Subscriber,1973,2
553,08:34.4,2003,17:47.5,1 Ave & E 18 St,40.73381219,455,-73.98054421,1 Ave & E 44 St,40.75001986,-73.96905301,37751,Subscriber,1977,2
416,15:23.2,328,22:19.8,Watts St & Greenwich St,40.72405549,3002,-74.00965965,South End Ave & Liberty St,40.711512,-74.015756,37827,Subscriber,1967,1
1031,17:12.1,174,34:23.5,E 25 St & 1 Ave,40.7381765,3305,-73.97738662,E 91 St & 2 Ave,40.7811223,-73.94965589,37870,Subscriber,1970,1
2028,18:48.5,445,52:36.6,E 10 St & Avenue A,40.72740794,3785,-73.98142006,W 42 St & 6 Ave,40.75492,-73.98455,37039,Subscriber,1996,2
1314,21:48.7,3859,43:43.5,Lorimer St & Calyer St,40.72795,161,-73.95414,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,36043,Subscriber,1989,1
892,22:41.4,3798,37:34.3,W 40 St & 5 Ave,40.752269,3707,-73.982079,Lexington Ave & E 26 St,40.741459,-73.983293,37544,Subscriber,1976,1
564,33:16.0,472,42:40.9,E 32 St & Park Ave,40.7457121,528,-73.98194829,2 Ave & E 31 St,40.74290902,-73.97706058,36902,Subscriber,1969,0
2064,49:30.0,528,23:54.1,2 Ave & E 31 St,40.74290902,331,-73.97706058,Pike St & Monroe St,40.71173107,-73.99193043,36902,Subscriber,1992,1
439,50:25.3,3721,57:44.8,31 St & Newtown Ave,40.76754878,3892,-73.92093346,38 Ave & 29 St,40.75473,-73.93367,36193,Subscriber,1988,2
1126,54:38.2,3294,13:24.4,E 91 St & Park Ave,40.7835016,3687,-73.955327,E 33 St & 1 Ave,40.74322681,-73.97449784,37202,Subscriber,1987,1
3060,59:21.7,3785,50:22.3,W 42 St & 6 Ave,40.75492,445,-73.98455,E 10 St & Avenue A,40.72740794,-73.98142006,37039,Subscriber,2000,1
863,00:09.2,3305,14:32.8,E 91 St & 2 Ave,40.7811223,3357,-73.94965589,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,37870,Subscriber,1980,1
326,00:24.8,3255,05:51.5,8 Ave & W 31 St,40.75058535,519,-73.99468482,Pershing Square North,40.751873,-73.977706,36392,Subscriber,1995,1
248,05:04.7,3235,09:13.0,E 41 St & Madison Ave,40.75216528,492,-73.97992194,W 33 St & 7 Ave,40.75019995,-73.99093085,37420,Subscriber,1975,1
897,55:53.1,3129,10:51.1,Queens Plaza North & Crescent St,40.75110165,3799,-73.94073717,6 Ave & W 34 St,40.74964,-73.98805,37202,Subscriber,1993,1
477,42:43.3,514,50:41.3,12 Ave & W 40 St,40.76087502,422,-74.00277668,W 59 St & 10 Ave,40.770513,-73.988038,36392,Subscriber,2000,1
893,50:25.3,479,05:18.6,9 Ave & W 45 St,40.76019252,461,-73.9912551,E 20 St & 2 Ave,40.73587678,-73.98205027,36559,Subscriber,1966,0
1123,50:37.7,3461,09:21.5,Murray St & Greenwich St,40.71485151,3798,-74.01122332,W 40 St & 5 Ave,40.752269,-73.982079,37544,Customer,1989,2
526,52:25.9,468,01:12.1,Broadway & W 56 St,40.7652654,3152,-73.98192338,3 Ave & E 71 St,40.76873687,-73.96119945,36193,Customer,1992,1
699,53:44.5,350,05:24.5,Clinton St & Grand St,40.71559509,394,-73.9870295,E 9 St & Avenue C,40.72521311,-73.97768752,36902,Subscriber,1959,1
1534,57:07.2,3605,22:41.8,31 Ave & Crescent St,40.7658346,3312,-73.9265474,1 Ave & E 94 St,40.7817212,-73.94594,36974,Subscriber,1986,2
1028,43:51.7,3232,00:59.8,Bond St & Fulton St,40.68962189,2002,-73.98304269,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,37093,Subscriber,1990,1
491,51:41.6,229,59:53.2,Great Jones St,40.72743423,476,-73.99379025,E 31 St & 3 Ave,40.74394314,-73.97966069,37544,Subscriber,1963,1
1430,54:11.2,446,18:01.8,W 24 St & 7 Ave,40.74487634,3566,-73.99529885,Crescent St & 35 Ave,40.7596276,-73.9321455,37039,Subscriber,1986,1
1495,55:46.3,415,20:42.0,Pearl St & Hanover Square,40.7047177,151,-74.00926027,Cleveland Pl & Spring St,40.72210379,-73.99724901,37009,Subscriber,1980,1
1499,58:53.0,3357,23:52.5,W 106 St & Amsterdam Ave,40.8008363,446,-73.96644925,W 24 St & 7 Ave,40.74487634,-73.99529885,37870,Subscriber,1988,2
2021,02:08.7,539,35:50.4,Metropolitan Ave & Bedford Ave,40.71534825,3577,-73.96024116,34 Ave & 21 St,40.7628138,-73.9342862,36193,Subscriber,1981,2
631,02:20.4,450,12:52.3,W 49 St & 8 Ave,40.76227205,462,-73.98788205,W 22 St & 10 Ave,40.74691959,-74.00451887,36622,Subscriber,1969,0
524,03:31.3,3725,12:15.5,2 Ave & E 72 St,40.76876203,3809,-73.95840794,W 55 St & 6 Ave,40.763189,-73.978434,36147,Subscriber,1979,1
1234,06:57.1,3812,27:31.5,University Pl & E 14 St,40.734814,3110,-73.992085,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,37827,Subscriber,1985,1
409,10:47.6,476,17:36.7,E 31 St & 3 Ave,40.74394314,487,-73.97966069,E 20 St & FDR Drive,40.73314259,-73.97573881,37544,Subscriber,1984,1
1270,14:01.4,3286,35:12.1,E 89 St & 3 Ave,40.7806284,3147,-73.9521667,E 85 St & 3 Ave,40.77801203,-73.95407149,37751,Subscriber,1978,1
2500,14:43.8,3158,56:23.8,W 63 St & Broadway,40.77163851,212,-73.98261428,W 16 St & The High Line,40.74334935,-74.00681753,36902,Customer,1991,2
941,19:48.5,3129,35:29.7,Queens Plaza North & Crescent St,40.75110165,379,-73.94073717,W 31 St & 7 Ave,40.749156,-73.9916,36392,Subscriber,1989,1
4667,26:42.6,3992,44:30.6,W 169 St & Fort Washington Ave,40.8428422,474,-73.9421253,5 Ave & E 29 St,40.7451677,-73.98683077,36559,Subscriber,1981,2
2208,29:55.8,3809,06:44.1,W 55 St & 6 Ave,40.763189,423,-73.978434,W 54 St & 9 Ave,40.76584941,-73.98690506,36147,Subscriber,1984,2
4457,32:38.6,446,46:55.6,W 24 St & 7 Ave,40.74487634,387,-73.99529885,Centre St & Chambers St,40.71273266,-74.0046073,37870,Subscriber,1983,1
541,38:57.8,3134,47:59.7,3 Ave & E 62 St,40.76312584,3129,-73.96526895,Queens Plaza North & Crescent St,40.75110165,-73.94073717,37202,Subscriber,1980,2
372,45:19.7,2002,51:32.4,Wythe Ave & Metropolitan Ave,40.716887,3452,-73.963198,Bayard St & Leonard St,40.71915572,-73.94885391,37093,Subscriber,1995,2
2630,46:41.5,487,30:32.4,E 20 St & FDR Drive,40.73314259,3510,-73.97573881,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,37544,Subscriber,1956,1
1811,47:45.0,379,17:56.2,W 31 St & 7 Ave,40.749156,530,-73.9916,11 Ave & W 59 St,40.77149671,-73.99046034,36392,Subscriber,1957,1
1694,52:58.9,291,21:13.3,Madison St & Montgomery St,40.713126,446,-73.984844,W 24 St & 7 Ave,40.74487634,-73.99529885,36622,Subscriber,1988,2
958,54:58.7,3167,10:57.5,Amsterdam Ave & W 73 St,40.77966809,3367,-73.98093045,5 Ave & E 103 St,40.7922553,-73.95249933,36043,Subscriber,1988,1
2756,56:25.5,3881,42:21.7,12 Ave & W 125 St,40.818299,3145,-73.960405,E 84 St & Park Ave,40.77862688,-73.95772073,37751,Subscriber,1983,2
3132,57:24.6,3529,49:36.7,Lenox Ave & W 130 St,40.8107922,3521,-73.9430681,Lenox Ave & W 111 St,40.7987859,-73.9523,36974,Subscriber,1982,2
2429,08:00.4,505,48:29.5,6 Ave & W 33 St,40.74901271,316,-73.98848395,Fulton St & William St,40.70955958,-74.00653609,36902,Subscriber,1993,2
640,34:47.4,3707,45:27.9,Lexington Ave & E 26 St,40.741459,3707,-73.983293,Lexington Ave & E 26 St,40.741459,-73.983293,36559,Subscriber,1973,1
2857,39:52.5,369,27:29.9,Washington Pl & 6 Ave,40.73224119,2003,-74.00026394,1 Ave & E 18 St,40.73381219,-73.98054421,37751,Subscriber,1991,2
1297,49:36.0,3168,11:13.7,Central Park West & W 85 St,40.78472675,3135,-73.96961715,E 75 St & 3 Ave,40.77112927,-73.95772297,37202,Customer,1988,2
