904,47:16.3,458,02:20.4,11 Ave & W 27 St,40.751396,128,-74.005226,MacDougal St & Prince St,40.72710258,-74.00297088,35376,Subscriber,1994,2
618,49:17.5,461,59:36.5,E 20 St & 2 Ave,40.73587678,474,-73.98205027,5 Ave & E 29 St,40.7451677,-73.98683077,35293,Subscriber,1987,1
1398,14:33.8,519,37:52.7,Pershing Square North,40.751873,347,-73.977706,Greenwich St & W Houston St,40.728846,-74.008591,35376,Subscriber,1969,1
372,54:39.4,3263,00:51.7,Cooper Square & Astor Pl,40.72951496,3718,-73.9907527,E 11 St & Avenue B,40.72746421,-73.97950418,35052,Subscriber,1969,0
243,56:49.8,532,00:53.2,S 5 Pl & S 5 St,40.710451,460,-73.960876,S 4 St & Wythe Ave,40.71285887,-73.96590294,34026,Subscriber,1958,1
777,56:59.6,252,09:57.3,MacDougal St & Washington Sq,40.73226398,490,-73.99852205,8 Ave & W 33 St,40.751551,-73.993934,35293,Subscriber,1996,1
352,58:35.3,3746,04:27.4,6 Ave & Broome St,40.72430832,358,-74.00473036,Christopher St & Greenwich St,40.73291553,-74.00711384,34848,Subscriber,1993,2
399,58:39.5,254,05:18.5,W 11 St & 6 Ave,40.73532427,3260,-73.99800419,Mercer St & Bleecker St,40.72706363,-73.99662137,33890,Subscriber,1982,1
854,00:10.1,302,14:24.2,Avenue D & E 3 St,40.72082834,474,-73.97793172,5 Ave & E 29 St,40.7451677,-73.98683077,33758,Subscriber,1974,1
479,00:16.7,336,08:15.8,Sullivan St & Washington Sq,40.73047747,402,-73.99906065,Broadway & E 22 St,40.7403432,-73.98955109,35589,Subscriber,1990,1
381,37:09.8,3680,43:31.3,E 43 St & 5 Ave,40.75412081,477,-73.98025185,W 41 St & 8 Ave,40.75640548,-73.9900262,33890,Subscriber,1982,1
258,43:02.9,517,47:21.5,Pershing Square South,40.751581,546,-73.97791,E 30 St & Park Ave S,40.74444921,-73.98303529,35327,Subscriber,1960,1
1308,44:00.2,3648,05:49.0,Flushing Ave & Vanderbilt Ave,40.69795032,251,-73.9707756,Mott St & Prince St,40.72317958,-73.99480012,31853,Subscriber,1973,1
510,34:55.4,223,43:26.2,W 13 St & 7 Ave,40.73781509,3263,-73.99994661,Cooper Square & Astor Pl,40.72951496,-73.9907527,33890,Subscriber,1985,1
155,13:17.7,3119,15:52.8,Vernon Blvd & 50 Ave,40.74232744,3124,-73.95411749,46 Ave & 5 St,40.74731,-73.95451,34026,Subscriber,1985,1
1244,14:05.1,519,34:49.9,Pershing Square North,40.751873,3641,-73.977706,Broadway & W 25 St,40.74286877,-73.98918629,34848,Customer,2003,2
806,15:43.6,379,29:10.3,W 31 St & 7 Ave,40.749156,254,-73.9916,W 11 St & 6 Ave,40.73532427,-73.99800419,33890,Subscriber,1987,2
912,16:31.8,479,31:43.9,9 Ave & W 45 St,40.76019252,3255,-73.9912551,8 Ave & W 31 St,40.75058535,-73.99468482,34262,Customer,1997,1
567,17:18.7,3124,26:46.2,46 Ave & 5 St,40.74731,3123,-73.95451,31 St & Thomson Ave,40.74469738,-73.93540375,34026,Subscriber,1981,1
782,20:03.2,3142,33:05.9,1 Ave & E 62 St,40.7612274,3618,-73.96094022,27 St & Hunter St,40.7485,-73.941275,34820,Subscriber,1973,1
1615,21:29.4,3263,48:25.3,Cooper Square & Astor Pl,40.72951496,3422,-73.9907527,Columbia St & Degraw St,40.6859296,-74.00242364,35327,Subscriber,1984,1
417,08:26.3,482,15:23.5,W 15 St & 7 Ave,40.73935542,405,-73.99931783,Washington St & Gansevoort St,40.739323,-74.008119,34262,Subscriber,1974,1
478,11:07.2,307,19:05.3,Canal St & Rutgers St,40.71427487,417,-73.98990025,Barclay St & Church St,40.71291224,-74.01020234,35095,Subscriber,1977,1
2511,11:51.4,408,53:43.1,Market St & Cherry St,40.71076228,525,-73.99400398,W 34 St & 11 Ave,40.75594159,-74.0021163,34848,Subscriber,1979,1
303,13:43.7,293,18:46.7,Lafayette St & E 8 St,40.73020661,3711,-73.99102628,E 13 St & Avenue A,40.72966729,-73.98067966,33758,Subscriber,1990,1
652,15:04.9,526,25:57.7,E 33 St & 5 Ave,40.74765947,3263,-73.98490707,Cooper Square & Astor Pl,40.72951496,-73.9907527,35052,Subscriber,1956,1
964,15:35.5,3123,31:39.6,31 St & Thomson Ave,40.74469738,3745,-73.93540375,36 Ave & 31 St,40.75651273,-73.92957486,34207,Subscriber,1986,2
327,18:45.8,3486,24:13.3,Schermerhorn St & Bond St,40.68841743,3408,-73.98451656,Congress St & Clinton St,40.6881529,-73.99520919,34086,Subscriber,1990,1
271,19:50.3,3467,24:21.4,W Broadway & Spring Street,40.72494672,3427,-74.00165856,Lafayette St & Jersey St,40.72430527,-73.99600983,34848,Customer,1969,0
483,21:09.1,3715,29:13.0,Driggs Ave & N 9 St,40.71816969,3106,-73.95520136,Driggs Ave & N Henry St,40.72325,-73.94308,35095,Subscriber,1991,1
1447,23:18.7,128,47:26.4,MacDougal St & Prince St,40.72710258,252,-74.00297088,MacDougal St & Washington Sq,40.73226398,-73.99852205,35293,Subscriber,1987,1
